사용일자,노선명,역명,승차총승객수,하차총승객수
20251004,9호선2~3단계,둔촌오륜,2097,2005
20251004,9호선2~3단계,중앙보훈병원,5073,4269
20251004,경강선,판교,3864,3598
20251004,경강선,이매,819,640
20251004,경강선,삼동,1440,1299
20251004,경강선,경기광주,5520,5302
20251004,경강선,초월,2660,2323
20251004,경강선,곤지암,2180,2103
20251004,경강선,신둔도예촌,1134,1198
20251004,경강선,이천,3213,3550
20251004,경강선,부발,1983,2025
20251004,경강선,세종대왕릉,380,431
20251004,경강선,여주,3096,3664
20251004,경강선,성남,754,751
20251004,경부선,서울역,7207,4075
20251004,경부선,남영,5441,5274
20251004,경부선,용산,41723,52646
20251004,경부선,노량진,9391,8451
20251004,경부선,대방,5274,5307
20251004,경부선,영등포,36053,38077
20251004,경부선,신도림,2394,2566
20251004,경부선,신길,5197,4139
20251004,경부선,구로,11157,11475
20251004,경부선,가산디지털단지,5456,6461
20251004,경부선,금천구청,6421,6099
20251004,경부선,석수,4987,4589
20251004,경부선,관악,4344,4190
20251004,경부선,안양,14954,14855
20251004,경부선,명학,3543,3186
20251004,경부선,금정,17659,17696
20251004,경부선,군포,3372,3012
20251004,경부선,의왕,5087,4772
20251004,경부선,성균관대,9571,8798
20251004,경부선,화서,10474,10347
20251004,경부선,수원,41217,46212
20251004,경부선,독산,8345,7337
20251004,경부선,세류,2832,2764
20251004,경부선,병점,11021,10926
20251004,경부선,세마,2370,2060
20251004,경부선,오산대,2729,2347
20251004,경부선,오산,9716,9396
20251004,경부선,진위,993,912
20251004,경부선,송탄,4583,4205
20251004,경부선,서정리,6452,6124
20251004,경부선,평택지제,3507,3355
20251004,경부선,평택,14023,14119
20251004,경부선,성환,3803,3517
20251004,경부선,직산,840,831
20251004,경부선,두정,6325,5987
20251004,경부선,천안,7033,7749
20251004,경부선,당정,3348,3184
20251004,경부선,서동탄,913,856
20251004,경부선,광명,2277,2519
20251004,경원선,이촌(국립중앙박물관),3131,2233
20251004,경원선,서빙고,1721,1568
20251004,경원선,한남,2105,2180
20251004,경원선,옥수,54,48
20251004,경원선,응봉,1275,1018
20251004,경원선,왕십리(성동구청),12053,11841
20251004,경원선,청량리(서울시립대입구),15325,18522
20251004,경원선,외대앞,7051,6086
20251004,경원선,신이문,5963,5357
20251004,경원선,석계,5783,6018
20251004,경원선,광운대,5612,5058
20251004,경원선,월계,4464,3918
20251004,경원선,녹천,2888,2374
20251004,경원선,창동,10,0
20251004,경원선,방학,7248,6973
20251004,경원선,도봉,4145,3852
20251004,경원선,도봉산,7384,4949
20251004,경원선,망월사,5356,5291
20251004,경원선,회룡,9014,8979
20251004,경원선,의정부,17545,18082
20251004,경원선,가능,4695,4370
20251004,경원선,녹양,3245,3099
20251004,경원선,양주,6477,6272
20251004,경원선,덕계,4303,3996
20251004,경원선,덕정,4556,4131
20251004,경원선,지행,5319,5600
20251004,경원선,동두천중앙,2552,2592
20251004,경원선,보산,1722,1580
20251004,경원선,동두천,1235,1280
20251004,경원선,소요산,2489,2605
20251004,경원선,청산,166,167
20251004,경원선,전곡,1488,1603
20251004,경원선,연천,1339,1371
20251004,경의선,서울역,1162,1227
20251004,경의선,신촌,341,311
20251004,경의선,효창공원앞,1678,1929
20251004,경의선,공덕,2466,1819
20251004,경의선,서강대,1581,1374
20251004,경의선,홍대입구,2784,3447
20251004,경의선,가좌,4017,3561
20251004,경의선,디지털미디어시티,1861,1610
20251004,경의선,수색,1871,1700
20251004,경의선,한국항공대,957,900
20251004,경의선,강매,1786,1575
20251004,경의선,행신,4510,4493
20251004,경의선,능곡,2807,2722
20251004,경의선,곡산,371,371
20251004,경의선,백마,4447,4145
20251004,경의선,풍산,4659,4458
20251004,경의선,일산,6882,6555
20251004,경의선,탄현,4793,4533
20251004,경의선,야당,6149,6240
20251004,경의선,운정,4498,4069
20251004,경의선,금릉,3462,3479
20251004,경의선,금촌,5908,5626
20251004,경의선,월롱,1111,1046
20251004,경의선,파주,1018,858
20251004,경의선,문산,5311,5451
20251004,경의선,임진강,85,67
20251004,경의선,운천,11,6
20251004,경인선,개봉,14924,14359
20251004,경인선,오류동,8288,7094
20251004,경인선,역곡,16834,16422
20251004,경인선,부천,26418,26613
20251004,경인선,송내,14721,14540
20251004,경인선,부평,26534,29606
20251004,경인선,백운,4941,4762
20251004,경인선,동암,11336,11569
20251004,경인선,주안,13626,11966
20251004,경인선,제물포,6470,6307
20251004,경인선,동인천,10517,10367
20251004,경인선,인천,4602,3957
20251004,경인선,구일,3908,3660
20251004,경인선,소사,5045,4816
20251004,경인선,부개,5820,5386
20251004,경인선,간석,3898,3745
20251004,경인선,도원,2039,2076
20251004,경인선,온수(성공회대입구),4075,3764
20251004,경인선,중동,6121,5807
20251004,경인선,도화,2915,2724
20251004,경춘선,신내,1588,1426
20251004,경춘선,갈매,1633,1382
20251004,경춘선,별내,1855,1621
20251004,경춘선,퇴계원,2248,2096
20251004,경춘선,사릉,1493,1407
20251004,경춘선,금곡,1140,1058
20251004,경춘선,평내호평,4124,4136
20251004,경춘선,천마산,1224,1250
20251004,경춘선,마석,3213,3240
20251004,경춘선,대성리,786,602
20251004,경춘선,청평,1891,1873
20251004,경춘선,상천,354,391
20251004,경춘선,가평,2555,2513
20251004,경춘선,굴봉산,182,173
20251004,경춘선,백양리,80,81
20251004,경춘선,강촌,614,509
20251004,경춘선,김유정,616,722
20251004,경춘선,남춘천,2969,3078
20251004,경춘선,춘천,1832,1686
20251004,공항철도 1호선,서울역,11974,12538
20251004,공항철도 1호선,공덕,1941,2441
20251004,공항철도 1호선,홍대입구,17698,16495
20251004,공항철도 1호선,디지털미디어시티,5850,4797
20251004,공항철도 1호선,마곡나루(서울식물원),4804,4796
20251004,공항철도 1호선,김포공항,7354,4329
20251004,공항철도 1호선,계양,6395,6101
20251004,공항철도 1호선,검암,4038,3981
20251004,공항철도 1호선,청라국제도시,4495,4255
20251004,공항철도 1호선,운서,8845,8888
20251004,공항철도 1호선,공항화물청사,1085,1066
20251004,공항철도 1호선,인천공항1터미널,14147,15346
20251004,공항철도 1호선,인천공항2터미널,8171,7355
20251004,공항철도 1호선,영종,3709,3787
20251004,과천선,선바위,4457,3664
20251004,과천선,경마공원,14085,14276
20251004,과천선,대공원,6422,6573
20251004,과천선,과천,3627,3183
20251004,과천선,정부과천청사,5574,5305
20251004,과천선,인덕원,13880,13767
20251004,과천선,평촌,7565,7136
20251004,과천선,범계,18629,18696
20251004,분당선,선릉,3814,5489
20251004,분당선,한티,11884,11025
20251004,분당선,도곡,3855,3624
20251004,분당선,구룡,1758,1656
20251004,분당선,개포동,2539,2450
20251004,분당선,대모산입구,3156,2811
20251004,분당선,수서,10274,12900
20251004,분당선,복정,6,0
20251004,분당선,수원,7353,7335
20251004,분당선,서울숲,8141,8680
20251004,분당선,압구정로데오,14019,15816
20251004,분당선,강남구청,3541,4162
20251004,분당선,선정릉,2384,2252
20251004,분당선,가천대,5022,4583
20251004,분당선,태평,10194,9393
20251004,분당선,모란,20332,21701
20251004,분당선,야탑,14508,16016
20251004,분당선,서현,15534,15547
20251004,분당선,수내,7420,6885
20251004,분당선,정자,8529,8354
20251004,분당선,미금,9378,9575
20251004,분당선,오리,6598,5658
20251004,분당선,이매,3848,3652
20251004,분당선,보정,1354,1263
20251004,분당선,죽전,8931,9627
20251004,분당선,구성,4301,4417
20251004,분당선,신갈,2530,2485
20251004,분당선,기흥,5959,5289
20251004,분당선,상갈,3372,3329
20251004,분당선,청명,2627,2508
20251004,분당선,영통,5913,5354
20251004,분당선,망포,7881,6972
20251004,분당선,매탄권선,3017,2688
20251004,분당선,수원시청,8833,9286
20251004,분당선,매교,2980,3059
20251004,서해선,김포공항,2666,4388
20251004,서해선,원종,3696,3545
20251004,서해선,부천종합운동장,1582,1409
20251004,수인선,고색,2731,2949
20251004,수인선,오목천,2716,2009
20251004,수인선,어천,1467,1253
20251004,수인선,야목,506,428
20251004,수인선,사리,3455,2941
20251004,수인선,달월,75,83
20251004,수인선,월곶,2064,1849
20251004,수인선,소래포구,5295,5576
20251004,수인선,인천논현,3782,3921
20251004,수인선,호구포,2398,2225
20251004,수인선,남동인더스파크,739,746
20251004,수인선,원인재,3407,3492
20251004,수인선,연수,4000,3872
20251004,수인선,송도,1684,1672
20251004,수인선,인하대,4074,3500
20251004,수인선,숭의,2751,2470
20251004,수인선,신포,1345,1389
20251004,수인선,인천,1244,1869
20251004,신림선,샛강,1026,1204
20251004,신림선,대방,2084,1397
20251004,신림선,서울지방병무청,1801,1908
20251004,신림선,보라매,2469,2091
20251004,신림선,보라매공원,1542,1682
20251004,신림선,보라매병원,2899,2712
20251004,신림선,당곡,3337,2737
20251004,신림선,신림,1569,1653
20251004,신림선,서원,2569,1992
20251004,신림선,서울대벤처타운,7224,5576
20251004,신림선,관악산(서울대),2464,2563
20251004,안산선,산본,11536,12165
20251004,안산선,대야미,3755,3221
20251004,안산선,반월,3238,3113
20251004,안산선,상록수,10562,10534
20251004,안산선,한대앞,6625,6599
20251004,안산선,중앙,13428,14858
20251004,안산선,고잔,5226,5090
20251004,안산선,초지,3139,3206
20251004,안산선,안산,12093,13721
20251004,안산선,신길온천,1593,1604
20251004,안산선,정왕,8002,7711
20251004,안산선,오이도,6217,6337
20251004,안산선,수리산,2736,2232
20251004,우이신설선,북한산우이,3224,3245
20251004,우이신설선,솔밭공원,1932,1775
20251004,우이신설선,4.19민주묘지,2456,2013
20251004,우이신설선,가오리,3051,2805
20251004,우이신설선,화계,2637,2376
20251004,우이신설선,삼양,1797,1825
20251004,우이신설선,삼양사거리,1913,1797
20251004,우이신설선,솔샘,3589,3215
20251004,우이신설선,북한산보국문,4615,3654
20251004,우이신설선,정릉,3550,2676
20251004,우이신설선,성신여대입구(돈암),2828,3162
20251004,우이신설선,보문,1324,1166
20251004,우이신설선,신설동,1579,1540
20251004,일산선,원흥,6978,6383
20251004,일산선,지축,2,0
20251004,일산선,삼송,14032,13366
20251004,일산선,원당,7938,7507
20251004,일산선,화정,11604,11932
20251004,일산선,대곡,7185,7316
20251004,일산선,백석,7195,7305
20251004,일산선,마두,4558,4542
20251004,일산선,정발산,5906,6032
20251004,일산선,주엽,5983,5599
20251004,일산선,대화,7372,6392
20251004,장항선,봉명,803,762
20251004,장항선,쌍용(나사렛대),1898,1841
20251004,장항선,아산,3019,3249
20251004,장항선,탕정,1560,1430
20251004,장항선,배방,1099,1078
20251004,장항선,온양온천,6074,6352
20251004,장항선,신창(순천향대),1184,1195
20251004,중앙선,회기,17656,14442
20251004,중앙선,중랑,4419,3736
20251004,중앙선,상봉,4524,4413
20251004,중앙선,망우,5926,5617
20251004,중앙선,양원,1753,1656
20251004,중앙선,구리,5791,6275
20251004,중앙선,도농,6035,5547
20251004,중앙선,양정,412,381
20251004,중앙선,덕소,4010,4107
20251004,중앙선,도심,1676,1425
20251004,중앙선,팔당,1151,1210
20251004,중앙선,운길산,939,933
20251004,중앙선,양수,1872,1857
20251004,중앙선,신원,292,250
20251004,중앙선,국수,642,643
20251004,중앙선,아신,480,544
20251004,중앙선,오빈,216,239
20251004,중앙선,양평,2863,3242
20251004,중앙선,원덕,365,429
20251004,중앙선,용문,1776,2153
20251004,중앙선,지평,55,76
20251004,7호선,가산디지털단지,11814,10087
20251004,7호선,남구로,7873,8024
20251004,7호선,철산,13970,13949
20251005,우이신설선,화계,1959,1698
20251005,7호선,반포,2828,2724
20251005,안산선,산본,7239,7669
20251005,안산선,대야미,2374,2208
20251005,안산선,반월,2072,2072
20251005,안산선,상록수,7384,7619
20251005,안산선,한대앞,4757,4867
20251005,안산선,중앙,10138,11008
20251005,안산선,고잔,3450,3396
20251005,안산선,초지,2804,3895
20251005,안산선,안산,14387,15408
20251005,안산선,신길온천,1249,1184
20251005,안산선,정왕,6534,6214
20251005,안산선,오이도,4856,5009
20251005,안산선,수리산,1892,1393
20251005,우이신설선,북한산우이,2068,2077
20251005,우이신설선,솔밭공원,1343,1179
20251005,우이신설선,4.19민주묘지,1629,1470
20251005,우이신설선,가오리,2137,2067
20251005,우이신설선,삼양,1338,1352
20251005,우이신설선,삼양사거리,1268,1226
20251005,우이신설선,솔샘,2536,2267
20251005,우이신설선,북한산보국문,3263,2609
20251005,우이신설선,정릉,2559,2004
20251005,우이신설선,성신여대입구(돈암),1995,2255
20251005,우이신설선,보문,1110,1067
20251005,우이신설선,신설동,976,853
20251005,일산선,원흥,4829,4455
20251005,일산선,지축,1,0
20251005,일산선,삼송,10139,9616
20251005,일산선,원당,5469,5449
20251005,일산선,화정,8076,8324
20251005,일산선,대곡,4713,4813
20251005,일산선,백석,4991,5171
20251005,일산선,마두,2828,2922
20251005,일산선,정발산,3600,3586
20251005,일산선,주엽,3818,3771
20251005,일산선,대화,4616,4332
20251005,장항선,봉명,540,531
20251005,장항선,쌍용(나사렛대),1331,1178
20251005,장항선,아산,2718,2722
20251005,장항선,탕정,1057,948
20251005,장항선,배방,728,762
20251005,장항선,온양온천,3774,4315
20251005,장항선,신창(순천향대),1128,1429
20251005,중앙선,회기,13542,10826
20251005,중앙선,중랑,3245,2952
20251005,중앙선,상봉,3407,3197
20251005,중앙선,망우,4097,3942
20251005,중앙선,양원,1215,1137
20251005,중앙선,구리,3411,4021
20251005,중앙선,도농,4012,3946
20251005,중앙선,양정,249,217
20251005,중앙선,덕소,2601,2821
20251005,중앙선,도심,1097,1032
20251005,중앙선,팔당,784,771
20251005,중앙선,운길산,483,563
20251005,중앙선,양수,1236,1338
20251005,중앙선,신원,134,118
20251005,중앙선,국수,502,636
20251005,중앙선,아신,395,501
20251005,중앙선,오빈,157,191
20251005,중앙선,양평,2029,2659
20251005,중앙선,원덕,304,447
20251005,중앙선,용문,2212,3025
20251005,중앙선,지평,50,95
20251005,9호선,개화,1036,944
20251005,5호선,개화산,2770,2643
20251005,1호선,서울역,44331,48507
20251005,1호선,시청,11509,10849
20251005,1호선,종각,11926,10985
20251005,1호선,종로3가,12702,11421
20251005,1호선,종로5가,10917,10473
20251005,1호선,동대문,13098,15724
20251005,1호선,신설동,6925,6020
20251005,1호선,제기동,8932,9028
20251005,1호선,청량리(서울시립대입구),14328,14256
20251005,1호선,동묘앞,8702,8809
20251005,2호선,시청,8190,5917
20251005,2호선,을지로입구,22278,21689
20251005,2호선,을지로3가,10644,10907
20251005,2호선,을지로4가,5876,5674
20251005,2호선,동대문역사문화공원(DDP),10134,12505
20251005,2호선,신당,7079,7051
20251005,2호선,상왕십리,5911,5332
20251005,2호선,왕십리(성동구청),7221,6750
20251005,2호선,한양대,2239,1973
20251005,2호선,뚝섬,10520,9958
20251005,2호선,성수,29538,32190
20251005,2호선,건대입구,21499,21236
20251005,2호선,구의(광진구청),11686,10603
20251005,2호선,강변(동서울터미널),15827,22555
20251005,2호선,잠실나루,4241,4147
20251005,2호선,잠실(송파구청),44074,43625
20251005,2호선,잠실새내,9835,9638
20251005,2호선,종합운동장,5549,5948
20251005,2호선,삼성(무역센터),18810,17906
20251005,2호선,선릉,10628,8546
20251005,2호선,역삼,8903,8729
20251005,2호선,강남,26077,25196
20251005,2호선,교대(법원.검찰청),6553,8040
20251005,2호선,서초,9849,9019
20251005,2호선,방배,4666,4611
20251005,2호선,사당,15603,17586
20251005,2호선,낙성대(강감찬),11993,9588
20251005,2호선,서울대입구(관악구청),18834,15517
20251005,2호선,봉천,10590,8910
20251005,2호선,신림,28252,24082
20251005,2호선,신대방,12947,10967
20251005,2호선,구로디지털단지,19857,17983
20251005,2호선,대림(구로구청),14411,15059
20251005,2호선,신도림,18178,17483
20251005,2호선,문래,6245,6373
20251005,2호선,영등포구청,6138,5895
20251005,2호선,당산,6183,6650
20251005,2호선,합정,16322,16955
20251005,2호선,홍대입구,56817,60897
20251005,2호선,신촌,20173,19089
20251005,2호선,이대,7181,6613
20251005,2호선,아현,4929,4420
20251005,2호선,충정로(경기대입구),3017,2869
20251005,2호선,용답,1751,1499
20251005,2호선,신답,666,693
20251005,2호선,신설동,2022,1684
20251005,2호선,도림천,452,425
20251005,2호선,양천구청,2781,2721
20251005,2호선,신정네거리,4305,4121
20251005,2호선,용두(동대문구청),1568,1539
20251005,3호선,지축,3367,3180
20251005,3호선,구파발,10833,10614
20251005,3호선,연신내,18664,17493
20251005,3호선,불광,8115,8320
20251005,3호선,녹번,6287,5341
20251005,3호선,홍제,8913,8008
20251005,3호선,무악재,1786,1701
20251005,3호선,독립문,4456,4360
20251005,3호선,경복궁(정부서울청사),15318,17515
20251005,3호선,안국,14930,15949
20251005,3호선,종로3가,5059,6227
20251005,3호선,을지로3가,5286,4804
20251005,3호선,충무로,7,0
20251005,3호선,동대입구,5426,6369
20251005,3호선,약수,5757,5330
20251005,3호선,금호,3601,3235
20251005,3호선,옥수,4267,4180
20251005,3호선,압구정,13896,14085
20251005,3호선,신사,9309,9520
20251005,3호선,잠원,2574,2409
20251005,3호선,고속터미널,27965,45391
20251005,3호선,교대(법원.검찰청),4201,1961
20251005,3호선,남부터미널(예술의전당),11316,13898
20251005,3호선,양재(서초구청),9317,9376
20251005,3호선,매봉,3189,3093
20251005,3호선,도곡,1689,1675
20251005,3호선,대치,7111,5695
20251005,3호선,학여울,601,508
20251005,3호선,대청,3821,3439
20251005,3호선,일원,3182,3043
20251005,3호선,수서,9032,10136
20251005,3호선,가락시장,3569,3406
20251005,3호선,경찰병원,2391,2150
20251005,3호선,오금,2365,2102
20251005,4호선,불암산,4745,4518
20251005,4호선,상계,9044,8296
20251005,4호선,노원,9833,11000
20251005,4호선,창동,12987,13627
20251005,4호선,쌍문,13640,12411
20251005,4호선,수유(강북구청),17990,16577
20251005,4호선,미아(서울사이버대학),7782,7057
20251005,4호선,미아사거리,12624,12024
20251005,4호선,길음,9352,8504
20251005,4호선,성신여대입구(돈암),11190,9584
20251005,4호선,한성대입구(삼선교),6639,5965
20251005,4호선,혜화,21470,21066
20251005,4호선,동대문,7804,7939
20251005,4호선,동대문역사문화공원(DDP),13554,11228
20251005,4호선,충무로,11740,11905
20251005,4호선,명동,32949,36789
20251005,4호선,회현(남대문시장),11946,12013
20251005,4호선,서울역,5269,15368
20251005,4호선,숙대입구(갈월),7065,6343
20251005,4호선,삼각지(전쟁기념관),3208,4200
20251005,4호선,신용산,10700,12760
20251005,4호선,이촌(국립중앙박물관),11979,12103
20251005,4호선,동작(현충원),984,1053
20251005,4호선,총신대입구(이수),9731,10245
20251005,4호선,사당,11868,9846
20251005,4호선,남태령,562,413
20251005,5호선,방화,3300,3231
20251005,5호선,김포공항,8543,6029
20251005,5호선,송정,3281,3236
20251005,5호선,마곡,5237,5117
20251005,5호선,발산,7829,8142
20251005,5호선,우장산,6634,6618
20251005,5호선,화곡,11946,10617
20251005,5호선,까치산,13510,12106
20251005,5호선,신정(은행정),5582,4655
20251005,5호선,목동,6292,6092
20251005,5호선,오목교(목동운동장앞),7674,7774
20251005,5호선,양평,2488,2078
20251005,5호선,영등포구청,1442,1338
20251005,5호선,영등포시장,4421,4100
20251005,5호선,신길,2228,2029
20251005,5호선,여의도,4883,5694
20251005,5호선,여의나루,7656,7624
20251005,5호선,마포,4593,4205
20251005,5호선,공덕,4123,3885
20251005,5호선,애오개,2339,2091
20251005,5호선,충정로(경기대입구),1291,1153
20251005,5호선,서대문,4440,3888
20251005,5호선,광화문(세종문화회관),13283,13770
20251005,5호선,종로3가,9831,9798
20251005,5호선,을지로4가,2310,2300
20251005,5호선,동대문역사문화공원(DDP),1113,1268
20251005,5호선,청구,1217,1228
20251005,5호선,신금호,2368,2591
20251005,5호선,행당,3236,2828
20251005,5호선,왕십리(성동구청),1946,2394
20251005,5호선,마장,2719,2477
20251005,5호선,답십리,6251,5428
20251005,5호선,장한평,6907,6238
20251005,5호선,군자(능동),5052,5164
20251005,5호선,아차산(어린이대공원후문),7220,6863
20251005,5호선,광나루(장신대),4387,4231
20251005,5호선,천호(풍납토성),9085,8395
20251005,5호선,강동,7113,6498
20251005,5호선,길동,4366,4230
20251005,5호선,굽은다리(강동구민회관앞),4676,4306
20251005,5호선,명일,4112,4103
20251005,5호선,고덕,3431,3303
20251005,5호선,상일동,5296,5155
20251005,5호선,둔촌동,5919,5626
20251005,5호선,올림픽공원(한국체대),4860,5008
20251005,5호선,방이,3353,3287
20251005,5호선,오금,1158,1229
20251005,5호선,개롱,2492,2523
20251005,5호선,거여,3792,3449
20251005,5호선,마천,2864,2881
20251005,5호선,강일,2475,2208
20251005,5호선,미사,8131,7791
20251005,5호선,하남풍산,2330,2322
20251005,5호선,하남시청(덕풍·신장),4281,4213
20251005,5호선,하남검단산,4005,4052
20251005,6호선,응암,8343,8051
20251005,6호선,역촌,1976,1994
20251005,6호선,불광,2432,2174
20251005,6호선,독바위,1293,1299
20251005,6호선,연신내,2,0
20251005,6호선,구산,3553,2740
20251005,6호선,새절(신사),5443,5074
20251005,6호선,증산(명지대앞),4567,4173
20251005,6호선,디지털미디어시티,4680,4668
20251005,6호선,월드컵경기장(성산),3358,3369
20251005,6호선,마포구청,6005,4758
20251005,6호선,망원,10643,11260
20251005,6호선,합정,7187,6669
20251005,6호선,상수,6872,6610
20251005,6호선,광흥창(서강),4095,3867
20251005,6호선,대흥(서강대앞),3400,3196
20251005,6호선,공덕,6348,5993
20251005,6호선,효창공원앞,2902,2375
20251005,6호선,삼각지(전쟁기념관),4092,3242
20251005,6호선,녹사평(용산구청),3256,3302
20251005,6호선,이태원,11675,11213
20251005,6호선,한강진,5462,7111
20251005,6호선,버티고개,966,985
20251005,6호선,약수,1497,1416
20251005,6호선,청구,1611,1375
20251005,6호선,신당,3463,3002
20251005,6호선,동묘앞,6108,5309
20251005,6호선,창신,1554,1296
20251005,6호선,보문,3593,3103
20251005,6호선,안암(고대병원앞),3705,3069
20251005,6호선,고려대(종암),3661,3145
20251005,6호선,월곡(동덕여대),4506,4114
20251005,6호선,상월곡(한국과학기술연구원),2978,2514
20251005,6호선,돌곶이,4784,4262
20251005,6호선,석계,5279,5226
20251005,6호선,태릉입구,2678,2663
20251005,6호선,화랑대(서울여대입구),4036,3390
20251005,6호선,봉화산(서울의료원),3151,3142
20251005,7호선,장암,913,730
20251005,7호선,도봉산,3313,4562
20251005,7호선,수락산,5603,5560
20251005,7호선,마들,5402,4690
20251005,7호선,노원,7585,8097
20251005,7호선,중계,5473,4866
20251005,7호선,하계,7570,6803
20251005,7호선,공릉(서울과학기술대),5260,4832
20251005,7호선,태릉입구,3618,3190
20251005,7호선,먹골,4656,4444
20251005,7호선,중화,4754,4367
20251005,7호선,상봉,7966,7373
20251005,7호선,면목,6863,6384
20251005,7호선,사가정,7442,6935
20251005,7호선,용마산(용마폭포공원),2608,2553
20251005,7호선,중곡,4613,4173
20251005,7호선,군자(능동),6484,4507
20251005,7호선,어린이대공원(세종대),6290,5090
20251005,7호선,건대입구,6080,6380
20251005,7호선,자양(뚝섬한강공원),7892,7126
20251005,7호선,청담,4149,4221
20251005,7호선,강남구청,3141,3242
20251005,7호선,학동,3847,3581
20251005,7호선,논현,4982,5104
20251005,7호선,고속터미널,9645,8566
20251005,7호선,내방,4310,3971
20251005,7호선,이수,6648,5810
20251005,7호선,남성,4698,4220
20251005,7호선,숭실대입구(살피재),5024,4516
20251005,7호선,상도,4764,3969
20251005,7호선,장승배기,3869,3436
20251005,7호선,신대방삼거리,6844,5864
20251005,7호선,보라매,2656,2425
20251005,7호선,신풍,5682,5314
20251005,7호선,대림(구로구청),9726,9619
20251005,7호선,남구로,6595,6528
20251005,7호선,가산디지털단지,8974,7449
20251005,7호선,철산,8509,8459
20251005,7호선,광명사거리,13469,13493
20251005,7호선,천왕,4820,4630
20251005,7호선,온수(성공회대입구),3586,3533
20251005,8호선,암사역사공원,2467,2262
20251005,8호선,암사,7264,6770
20251005,8호선,천호(풍납토성),7239,7998
20251005,8호선,강동구청,4003,3704
20251005,8호선,몽촌토성(평화의문),3133,2819
20251005,8호선,잠실(송파구청),11246,12758
20251005,8호선,석촌,3812,4207
20251005,8호선,송파,3830,3596
20251005,8호선,가락시장,3163,3527
20251005,8호선,문정,4073,3754
20251005,8호선,장지,6987,6608
20251005,8호선,복정,3823,3278
20251005,8호선,산성,2395,2492
20251005,8호선,남한산성입구(성남법원.검찰청),5195,4438
20251005,8호선,단대오거리,4958,4529
20251005,8호선,신흥,2371,2460
20251005,8호선,수진,2679,2111
20251005,8호선,모란,2160,1869
20251005,8호선,남위례,2566,2531
20251005,9호선,김포공항,3948,9395
20251005,9호선,공항시장,1420,1437
20251005,9호선,신방화,3191,2972
20251005,9호선,마곡나루(서울식물원),5121,4487
20251005,9호선,양천향교,3508,3048
20251005,9호선,가양,9196,8105
20251005,9호선,증미,2364,2011
20251005,9호선,등촌,5046,4559
20251005,9호선,염창,7848,6583
20251005,9호선,신목동,1540,1314
20251005,9호선,선유도,2567,2130
20251005,9호선,당산,6729,5756
20251005,9호선,국회의사당,4414,4022
20251005,9호선,여의도,5731,5168
20251005,9호선,샛강,1437,1212
20251005,9호선,노량진,13514,12030
20251005,9호선,노들,2651,2187
20251005,9호선,흑석(중앙대입구),3444,3244
20251005,9호선,동작(현충원),1573,1515
20251005,9호선,구반포,290,289
20251005,9호선,신반포,2111,2021
20251005,9호선,고속터미널,8767,18319
20251005,9호선,사평,1466,1418
20251005,9호선,신논현,13313,12889
20251005,9호선2~3단계,언주,2798,2447
20251005,9호선2~3단계,선정릉,2403,2430
20251005,9호선2~3단계,삼성중앙,1767,1501
20251005,9호선2~3단계,봉은사,9907,10591
20251005,9호선2~3단계,종합운동장,2182,1864
20251005,9호선2~3단계,삼전,3493,2909
20251005,9호선2~3단계,석촌고분,3276,2646
20251005,9호선2~3단계,석촌,4368,3390
20251005,9호선2~3단계,송파나루,2859,2835
20251005,9호선2~3단계,한성백제,1591,1231
20251005,9호선2~3단계,올림픽공원(한국체대),11282,11132
20251005,9호선2~3단계,둔촌오륜,1711,1599
20251005,9호선2~3단계,중앙보훈병원,3318,3085
20251005,경강선,판교,2446,2052
20251005,경강선,이매,1087,458
20251005,경강선,삼동,918,920
20251005,경강선,경기광주,3776,4084
20251005,경강선,초월,2273,2184
20251005,경강선,곤지암,5195,5298
20251005,경강선,신둔도예촌,890,1112
20251005,경강선,이천,3135,3650
20251005,경강선,부발,1533,1704
20251005,경강선,세종대왕릉,366,502
20251005,경강선,여주,2454,3535
20251005,경강선,성남,646,522
20251005,경부선,서울역,8145,4113
20251005,경부선,남영,4262,4274
20251005,경부선,용산,37134,44518
20251005,경부선,노량진,6394,5711
20251005,경부선,대방,4042,3972
20251005,경부선,영등포,24750,25952
20251005,경부선,신도림,1572,1624
20251005,경부선,신길,4152,3253
20251005,경부선,구로,8420,8584
20251005,경부선,가산디지털단지,4209,4962
20251005,경부선,금천구청,4764,4676
20251005,경부선,석수,3539,3181
20251005,경부선,관악,3179,3146
20251005,경부선,안양,10839,10886
20251005,경부선,명학,2577,2288
20251005,경부선,금정,12450,12612
20251005,경부선,군포,2441,2252
20251005,경부선,의왕,3207,3244
20251005,경부선,성균관대,6669,6112
20251005,경부선,화서,9421,9142
20251005,경부선,수원,36571,40466
20251005,경부선,독산,5906,5123
20251005,경부선,세류,2238,2326
20251005,경부선,병점,7930,7972
20251005,경부선,세마,1694,1505
20251005,경부선,오산대,1918,1822
20251005,경부선,오산,8348,7959
20251005,경부선,진위,943,844
20251005,경부선,송탄,3539,3262
20251005,경부선,서정리,4844,4450
20251005,경부선,평택지제,2751,2675
20251005,경부선,평택,12030,12585
20251005,경부선,성환,3381,3338
20251005,경부선,직산,727,755
20251005,경부선,두정,4868,4571
20251005,경부선,천안,6031,7383
20251005,경부선,당정,2424,2279
20251005,경부선,서동탄,612,623
20251005,경부선,광명,2271,2211
